datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,outlier_column
4/2/2017,6.67,4.223,4.0,23.0,4.0,0.0,9.0,12.4,2017,4,276,Sunday,R06
4/27/2017,3.33,3.737,2.3,11.0,10.0,1.0,0.0,10.0,2017,4,276,Thursday,R06
5/11/2017,6.0,6.693,3.0,16.0,6.0,2.0,1.0,10.0,2017,5,276,Thursday,R06
5/19/2017,4.34,3.44,2.2,31.6,11.0,0.0,0.0,10.0,2017,5,276,Friday,R06
5/22/2017,5.33,1.34,4.4,22.4,5.0,0.0,7.0,11.0,2017,5,276,Monday,R06
5/27/2017,7.33,3.221,2.0,23.4,5.0,0.0,0.0,10.0,2017,5,276,Saturday,R06
6/12/2017,4.34,3.34,1.0,13.6,3.0,0.0,13.0,12.0,2017,6,276,Monday,R06
6/13/2017,2.99,3.023,3.0,8.0,9.0,0.0,0.0,9.1,2017,6,276,Tuesday,R06
6/20/2017,9.33,1.0,5.1,12.0,5.0,0.0,5.0,8.63,2017,6,276,Tuesday,R06
6/22/2017,1.0,3.34,0.0,7.0,4.0,0.0,8.0,11.0,2017,6,276,Thursday,R06
9/19/2017,3.33,6.033,1.0,43.25,6.0,2.0,6.0,9.0,2017,9,276,Tuesday,R06
4/2/2018,5.66,4.396,6.3,30.0,31.0,0.0,10.0,10.0,2018,4,276,Monday,R06
4/10/2018,2.0,3.067,2.0,38.3,18.0,3.0,7.0,10.0,2018,4,276,Tuesday,R06
4/11/2018,6.67,3.01,2.0,28.0,12.0,0.0,3.0,11.0,2018,4,276,Wednesday,R06
4/14/2018,8.0,3.68,2.0,24.0,2.0,0.0,3.0,12.0,2018,4,276,Saturday,R06
4/20/2018,5.0,4.506,0.0,15.0,10.0,0.0,6.0,9.0,2018,4,276,Friday,R06
4/23/2018,7.0,0.693,1.0,15.562,7.0,0.0,2.0,9.0,2018,4,276,Monday,R06
4/24/2018,6.0,4.462,6.0,20.0,9.0,0.0,1.0,12.0,2018,4,276,Tuesday,R06
4/25/2018,9.0,7.66,5.0,18.1,8.0,2.0,30.0,9.0,2018,4,276,Wednesday,R06
4/29/2018,7.33,6.0,6.0,14.0,5.0,0.0,14.0,10.4,2018,4,276,Sunday,R06
5/2/2018,6.0,3.526,2.0,38.2,7.0,0.0,3.0,9.0,2018,5,276,Wednesday,R06
5/3/2018,2.33,1.779,2.0,27.262,10.0,0.0,16.0,10.0,2018,5,276,Thursday,R06
5/4/2018,1.0,2.93,5.0,8.75,6.0,0.0,2.0,10.5,2018,5,276,Friday,R06
5/6/2018,3.34,10.66,0.25,18.2,9.0,0.0,3.0,13.5,2018,5,276,Sunday,R06
5/8/2018,10.5,5.84,1.0,15.0,14.0,2.0,1.0,9.0,2018,5,276,Tuesday,R06
5/11/2018,9.33,1.34,3.0,19.0,6.0,0.0,2.0,10.0,2018,5,276,Friday,R06
5/13/2018,5.16,5.759,3.0,14.4,3.0,0.0,7.0,10.0,2018,5,276,Sunday,R06
5/20/2018,7.0,8.01,1.0,45.0,6.0,1.0,0.0,10.0,2018,5,276,Sunday,R06
5/27/2018,6.33,4.518,5.0,49.262,6.0,1.0,0.0,11.0,2018,5,276,Sunday,R06
5/30/2018,4.34,1.67,2.0,16.4,9.0,0.0,14.0,10.0,2018,5,276,Wednesday,R06
6/2/2018,8.0,3.086,4.0,23.0,9.0,3.0,7.0,9.0,2018,6,276,Saturday,R06
6/21/2018,3.35,2.913,4.0,36.0,5.0,0.0,5.0,10.5,2018,6,276,Thursday,R06
8/11/2018,4.0,4.133,6.0,37.0,16.0,1.0,5.0,10.0,2018,8,276,Saturday,R06
3/10/2019,5.83,3.087,5.35,51.0,5.0,0.0,3.0,9.0,2019,3,276,Sunday,R06
3/18/2019,2.33,0.835,2.1,23.0,11.0,0.0,1.0,9.0,2019,3,276,Monday,R06
3/24/2019,6.0,2.67,3.0,43.2,6.2,1.0,16.0,10.0,2019,3,276,Sunday,R06
3/26/2019,4.0,5.51,3.0,36.0,11.0,0.0,19.0,9.0,2019,3,276,Tuesday,R06
3/27/2019,6.34,7.769,3.0,25.6,12.0,1.0,0.0,9.0,2019,3,276,Wednesday,R06
3/29/2019,3.0,4.298,4.0,25.3,10.0,0.0,16.0,9.2,2019,3,276,Friday,R06
3/31/2019,7.0,4.564,1.5,27.0,8.0,1.0,5.0,9.2,2019,3,276,Sunday,R06
4/3/2019,5.33,5.099,1.5,18.3,12.0,0.0,4.0,9.3,2019,4,276,Wednesday,R06
4/4/2019,4.5,2.226,8.0,39.0,8.0,1.0,13.0,15.0,2019,4,276,Thursday,R06
4/6/2019,3.34,6.01,3.0,13.2,13.0,0.0,16.0,9.3,2019,4,276,Saturday,R06
4/21/2019,3.84,4.845,3.0,21.0,11.0,0.0,2.0,12.2,2019,4,276,Sunday,R06
4/22/2019,8.67,1.66,4.5,51.0,12.0,0.0,31.0,9.0,2019,4,276,Monday,R06
4/26/2019,6.34,1.68,3.25,32.6,6.0,0.0,1.0,11.0,2019,4,276,Friday,R06
5/2/2019,1.68,5.429,5.5,20.0,15.0,1.0,3.0,9.0,2019,5,276,Thursday,R06
5/4/2019,9.0,5.43,4.25,25.0,5.0,1.0,16.0,9.0,2019,5,276,Saturday,R06
6/3/2019,0.33,2.505,4.0,15.4,4.0,0.0,5.0,10.0,2019,6,276,Monday,R06
6/10/2019,3.0,1.34,2.0,15.0,7.0,0.0,6.0,12.0,2019,6,276,Monday,R06
6/13/2019,0.68,3.02,0.25,19.4,2.0,0.0,2.0,9.0,2019,6,276,Thursday,R06
6/16/2019,4.0,5.35,3.0,18.0,2.0,0.0,0.0,9.0,2019,6,276,Sunday,R06
6/18/2019,5.0,4.21,3.0,29.5,8.0,0.0,2.0,12.1,2019,6,276,Tuesday,R06
9/2/2019,5.33,2.087,2.5,18.0,7.0,0.0,1.0,9.0,2019,9,276,Monday,R06
9/14/2019,8.99,6.397,3.45,24.0,12.0,0.0,2.0,10.0,2019,9,276,Saturday,R06
1/2/2014,0.0,3.67,3.4,32.4,7.0,0.0,0.0,2.0,2014,1,248,Thursday,Hour
10/8/2019,0.33,1.73,0.5,44.3,20.0,2.0,2.0,0.0,2019,10,190,Tuesday,Hour
